W0417 09:17:18.705000 329984 torch/distributed/run.py:852] 
W0417 09:17:18.705000 329984 torch/distributed/run.py:852] *****************************************
W0417 09:17:18.705000 329984 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 09:17:18.705000 329984 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_091750-hexa13nk
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=32
  optimizer=muon
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 1 steps
Training for 16 epoch(s) (~3040 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826533 | dt: 14829.93ms | tok/sec: 35,353 | bf16_mfu: 0.78%
step 00002 (0.07%) | loss: 10.747878 | dt: 579.53ms | tok/sec: 904,677 | bf16_mfu: 20.08%
step 00003 (0.10%) | loss: 10.606689 | dt: 269.14ms | tok/sec: 1,947,998 | bf16_mfu: 43.24%
step 00017 (0.56%) | loss: 7.372865 | dt: 281.47ms | tok/sec: 1,862,649 | bf16_mfu: 41.35% | eta: 14.1m
step 00018 (0.59%) | loss: 7.260925 | dt: 277.27ms | tok/sec: 1,890,904 | bf16_mfu: 41.97% | eta: 14.1m
step 00019 (0.62%) | loss: 7.176424 | dt: 280.96ms | tok/sec: 1,866,074 | bf16_mfu: 41.42% | eta: 14.1m
step 00020 (0.66%) | loss: 7.100976 | dt: 281.56ms | tok/sec: 1,862,114 | bf16_mfu: 41.33% | eta: 14.1m
step 00021 (0.69%) | loss: 7.019684 | dt: 282.08ms | tok/sec: 1,858,647 | bf16_mfu: 41.26% | eta: 14.1m
step 00022 (0.72%) | loss: 6.943558 | dt: 277.84ms | tok/sec: 1,887,013 | bf16_mfu: 41.89% | eta: 14.1m
step 00023 (0.76%) | loss: 6.883174 | dt: 280.64ms | tok/sec: 1,868,157 | bf16_mfu: 41.47% | eta: 14.1m
step 00024 (0.79%) | loss: 6.819773 | dt: 280.39ms | tok/sec: 1,869,876 | bf16_mfu: 41.51% | eta: 14.1m
step 00025 (0.82%) | loss: 6.772373 | dt: 278.58ms | tok/sec: 1,881,980 | bf16_mfu: 41.78% | eta: 14.1m
step 00026 (0.86%) | loss: 6.732539 | dt: 278.84ms | tok/sec: 1,880,223 | bf16_mfu: 41.74% | eta: 14.0m
step 00027 (0.89%) | loss: 6.683263 | dt: 280.23ms | tok/sec: 1,870,888 | bf16_mfu: 41.53% | eta: 14.0m
step 00028 (0.92%) | loss: 6.642291 | dt: 280.66ms | tok/sec: 1,868,083 | bf16_mfu: 41.47% | eta: 14.0m
step 00029 (0.95%) | loss: 6.607665 | dt: 278.23ms | tok/sec: 1,884,358 | bf16_mfu: 41.83% | eta: 14.0m
step 00030 (0.99%) | loss: 6.566690 | dt: 279.46ms | tok/sec: 1,876,107 | bf16_mfu: 41.64% | eta: 14.0m
step 00031 (1.02%) | loss: 6.530402 | dt: 281.61ms | tok/sec: 1,861,780 | bf16_mfu: 41.33% | eta: 14.0m
step 00032 (1.05%) | loss: 6.495582 | dt: 280.47ms | tok/sec: 1,869,335 | bf16_mfu: 41.49% | eta: 14.0m
step 00033 (1.09%) | loss: 6.460126 | dt: 281.19ms | tok/sec: 1,864,547 | bf16_mfu: 41.39% | eta: 14.0m
step 00034 (1.12%) | loss: 6.424967 | dt: 281.30ms | tok/sec: 1,863,830 | bf16_mfu: 41.37% | eta: 14.0m
step 00035 (1.15%) | loss: 6.393890 | dt: 281.50ms | tok/sec: 1,862,474 | bf16_mfu: 41.34% | eta: 14.0m
step 00036 (1.18%) | loss: 6.362536 | dt: 279.45ms | tok/sec: 1,876,139 | bf16_mfu: 41.65% | eta: 14.0m
step 00037 (1.22%) | loss: 6.335651 | dt: 282.24ms | tok/sec: 1,857,607 | bf16_mfu: 41.23% | eta: 14.0m
step 00038 (1.25%) | loss: 6.302080 | dt: 282.30ms | tok/sec: 1,857,225 | bf16_mfu: 41.23% | eta: 14.0m
step 00039 (1.28%) | loss: 6.267156 | dt: 280.57ms | tok/sec: 1,868,638 | bf16_mfu: 41.48% | eta: 14.0m
step 00040 (1.32%) | loss: 6.247102 | dt: 280.47ms | tok/sec: 1,869,293 | bf16_mfu: 41.49% | eta: 14.0m
step 00041 (1.35%) | loss: 6.220291 | dt: 282.56ms | tok/sec: 1,855,484 | bf16_mfu: 41.19% | eta: 14.0m
step 00042 (1.38%) | loss: 6.194233 | dt: 280.87ms | tok/sec: 1,866,657 | bf16_mfu: 41.43% | eta: 14.0m
step 00043 (1.41%) | loss: 6.169568 | dt: 280.58ms | tok/sec: 1,868,578 | bf16_mfu: 41.48% | eta: 14.0m
step 00044 (1.45%) | loss: 6.141686 | dt: 281.18ms | tok/sec: 1,864,593 | bf16_mfu: 41.39% | eta: 14.0m
step 00045 (1.48%) | loss: 6.123558 | dt: 281.77ms | tok/sec: 1,860,677 | bf16_mfu: 41.30% | eta: 14.0m
step 00046 (1.51%) | loss: 6.108456 | dt: 280.61ms | tok/sec: 1,868,357 | bf16_mfu: 41.47% | eta: 14.0m
step 00047 (1.55%) | loss: 6.090971 | dt: 281.58ms | tok/sec: 1,861,963 | bf16_mfu: 41.33% | eta: 14.0m
step 00048 (1.58%) | loss: 6.076349 | dt: 281.47ms | tok/sec: 1,862,679 | bf16_mfu: 41.35% | eta: 14.0m
step 00049 (1.61%) | loss: 6.049467 | dt: 281.98ms | tok/sec: 1,859,294 | bf16_mfu: 41.27% | eta: 14.0m
step 00050 (1.64%) | loss: 6.023251 | dt: 280.32ms | tok/sec: 1,870,299 | bf16_mfu: 41.52% | eta: 14.0m
step 00051 (1.68%) | loss: 6.005474 | dt: 281.23ms | tok/sec: 1,864,256 | bf16_mfu: 41.38% | eta: 14.0m
step 00052 (1.71%) | loss: 5.989209 | dt: 279.03ms | tok/sec: 1,878,936 | bf16_mfu: 41.71% | eta: 14.0m
step 00053 (1.74%) | loss: 5.969451 | dt: 280.01ms | tok/sec: 1,872,407 | bf16_mfu: 41.56% | eta: 14.0m
step 00054 (1.78%) | loss: 5.949313 | dt: 280.04ms | tok/sec: 1,872,191 | bf16_mfu: 41.56% | eta: 13.9m
step 00055 (1.81%) | loss: 5.917892 | dt: 282.38ms | tok/sec: 1,856,701 | bf16_mfu: 41.21% | eta: 13.9m
step 00056 (1.84%) | loss: 5.892697 | dt: 281.26ms | tok/sec: 1,864,049 | bf16_mfu: 41.38% | eta: 13.9m
step 00057 (1.88%) | loss: 5.873133 | dt: 282.73ms | tok/sec: 1,854,388 | bf16_mfu: 41.16% | eta: 13.9m
step 00058 (1.91%) | loss: 5.847738 | dt: 284.87ms | tok/sec: 1,840,477 | bf16_mfu: 40.85% | eta: 13.9m
step 00059 (1.94%) | loss: 5.821360 | dt: 281.58ms | tok/sec: 1,861,942 | bf16_mfu: 41.33% | eta: 13.9m
step 00060 (1.97%) | loss: 5.795046 | dt: 280.24ms | tok/sec: 1,870,854 | bf16_mfu: 41.53% | eta: 13.9m
step 00061 (2.01%) | loss: 5.771581 | dt: 282.89ms | tok/sec: 1,853,343 | bf16_mfu: 41.14% | eta: 13.9m
step 00062 (2.04%) | loss: 5.749524 | dt: 280.34ms | tok/sec: 1,870,159 | bf16_mfu: 41.51% | eta: 13.9m
step 00063 (2.07%) | loss: 5.734820 | dt: 281.70ms | tok/sec: 1,861,167 | bf16_mfu: 41.31% | eta: 13.9m
step 00064 (2.11%) | loss: 5.713993 | dt: 280.32ms | tok/sec: 1,870,347 | bf16_mfu: 41.52% | eta: 13.9m
step 00065 (2.14%) | loss: 5.690311 | dt: 283.15ms | tok/sec: 1,851,607 | bf16_mfu: 41.10% | eta: 13.9m
step 00066 (2.17%) | loss: 5.666386 | dt: 283.42ms | tok/sec: 1,849,878 | bf16_mfu: 41.06% | eta: 13.9m
step 00067 (2.20%) | loss: 5.655398 | dt: 282.93ms | tok/sec: 1,853,058 | bf16_mfu: 41.13% | eta: 13.9m
step 00068 (2.24%) | loss: 5.625385 | dt: 281.90ms | tok/sec: 1,859,862 | bf16_mfu: 41.28% | eta: 13.9m
step 00069 (2.27%) | loss: 5.600437 | dt: 281.54ms | tok/sec: 1,862,185 | bf16_mfu: 41.34% | eta: 13.9m
step 00070 (2.30%) | loss: 5.585487 | dt: 282.18ms | tok/sec: 1,858,000 | bf16_mfu: 41.24% | eta: 13.9m
step 00071 (2.34%) | loss: 5.564216 | dt: 285.55ms | tok/sec: 1,836,047 | bf16_mfu: 40.76% | eta: 13.9m
step 00072 (2.37%) | loss: 5.537938 | dt: 281.92ms | tok/sec: 1,859,735 | bf16_mfu: 41.28% | eta: 13.9m
step 00073 (2.40%) | loss: 5.513854 | dt: 283.28ms | tok/sec: 1,850,775 | bf16_mfu: 41.08% | eta: 13.9m
step 00074 (2.43%) | loss: 5.491354 | dt: 283.14ms | tok/sec: 1,851,659 | bf16_mfu: 41.10% | eta: 13.9m
step 00075 (2.47%) | loss: 5.476812 | dt: 283.60ms | tok/sec: 1,848,662 | bf16_mfu: 41.04% | eta: 13.9m
step 00076 (2.50%) | loss: 5.459314 | dt: 283.77ms | tok/sec: 1,847,574 | bf16_mfu: 41.01% | eta: 13.9m
step 00077 (2.53%) | loss: 5.443627 | dt: 281.30ms | tok/sec: 1,863,793 | bf16_mfu: 41.37% | eta: 13.9m
step 00078 (2.57%) | loss: 5.434265 | dt: 283.13ms | tok/sec: 1,851,738 | bf16_mfu: 41.10% | eta: 13.9m
step 00079 (2.60%) | loss: 5.426743 | dt: 281.26ms | tok/sec: 1,864,092 | bf16_mfu: 41.38% | eta: 13.9m
step 00080 (2.63%) | loss: 5.402151 | dt: 281.15ms | tok/sec: 1,864,813 | bf16_mfu: 41.39% | eta: 13.9m
step 00081 (2.66%) | loss: 5.383528 | dt: 283.26ms | tok/sec: 1,850,891 | bf16_mfu: 41.08% | eta: 13.9m
step 00082 (2.70%) | loss: 5.370137 | dt: 282.37ms | tok/sec: 1,856,771 | bf16_mfu: 41.22% | eta: 13.9m
step 00083 (2.73%) | loss: 5.349312 | dt: 281.32ms | tok/sec: 1,863,673 | bf16_mfu: 41.37% | eta: 13.9m
step 00084 (2.76%) | loss: 5.329243 | dt: 283.36ms | tok/sec: 1,850,264 | bf16_mfu: 41.07% | eta: 13.8m
step 00085 (2.80%) | loss: 5.319001 | dt: 282.50ms | tok/sec: 1,855,913 | bf16_mfu: 41.20% | eta: 13.8m
step 00086 (2.83%) | loss: 5.311064 | dt: 281.43ms | tok/sec: 1,862,964 | bf16_mfu: 41.35% | eta: 13.8m
step 00087 (2.86%) | loss: 5.291441 | dt: 282.36ms | tok/sec: 1,856,778 | bf16_mfu: 41.22% | eta: 13.8m
step 00088 (2.89%) | loss: 5.275358 | dt: 281.27ms | tok/sec: 1,863,999 | bf16_mfu: 41.38% | eta: 13.8m
step 00089 (2.93%) | loss: 5.257709 | dt: 281.86ms | tok/sec: 1,860,098 | bf16_mfu: 41.29% | eta: 13.8m
step 00090 (2.96%) | loss: 5.249227 | dt: 282.09ms | tok/sec: 1,858,571 | bf16_mfu: 41.26% | eta: 13.8m
step 00091 (2.99%) | loss: 5.234764 | dt: 284.86ms | tok/sec: 1,840,542 | bf16_mfu: 40.86% | eta: 13.8m
step 00092 (3.03%) | loss: 5.212326 | dt: 281.40ms | tok/sec: 1,863,155 | bf16_mfu: 41.36% | eta: 13.8m
step 00093 (3.06%) | loss: 5.192290 | dt: 281.59ms | tok/sec: 1,861,851 | bf16_mfu: 41.33% | eta: 13.8m
step 00094 (3.09%) | loss: 5.177308 | dt: 283.45ms | tok/sec: 1,849,687 | bf16_mfu: 41.06% | eta: 13.8m
step 00095 (3.12%) | loss: 5.159235 | dt: 281.36ms | tok/sec: 1,863,429 | bf16_mfu: 41.36% | eta: 13.8m
step 00096 (3.16%) | loss: 5.142622 | dt: 282.81ms | tok/sec: 1,853,855 | bf16_mfu: 41.15% | eta: 13.8m
step 00097 (3.19%) | loss: 5.131316 | dt: 284.52ms | tok/sec: 1,842,721 | bf16_mfu: 40.90% | eta: 13.8m
step 00098 (3.22%) | loss: 5.114197 | dt: 283.04ms | tok/sec: 1,852,350 | bf16_mfu: 41.12% | eta: 13.8m
step 00099 (3.26%) | loss: 5.088048 | dt: 282.95ms | tok/sec: 1,852,965 | bf16_mfu: 41.13% | eta: 13.8m
step 00100 (3.29%) | loss: 5.087230 | dt: 278.90ms | tok/sec: 1,879,860 | bf16_mfu: 41.73% | eta: 13.8m
step 00101 (3.32%) | loss: 5.076777 | dt: 283.96ms | tok/sec: 1,846,331 | bf16_mfu: 40.98% | eta: 13.8m
step 00102 (3.36%) | loss: 5.067257 | dt: 282.00ms | tok/sec: 1,859,164 | bf16_mfu: 41.27% | eta: 13.8m
step 00103 (3.39%) | loss: 5.052071 | dt: 282.50ms | tok/sec: 1,855,877 | bf16_mfu: 41.20% | eta: 13.8m
step 00104 (3.42%) | loss: 5.038596 | dt: 282.76ms | tok/sec: 1,854,190 | bf16_mfu: 41.16% | eta: 13.8m
step 00105 (3.45%) | loss: 5.024261 | dt: 282.86ms | tok/sec: 1,853,519 | bf16_mfu: 41.14% | eta: 13.8m
step 00106 (3.49%) | loss: 5.007714 | dt: 281.63ms | tok/sec: 1,861,647 | bf16_mfu: 41.32% | eta: 13.8m
step 00107 (3.52%) | loss: 4.998447 | dt: 281.11ms | tok/sec: 1,865,094 | bf16_mfu: 41.40% | eta: 13.8m
step 00108 (3.55%) | loss: 4.995717 | dt: 282.04ms | tok/sec: 1,858,933 | bf16_mfu: 41.26% | eta: 13.7m
step 00109 (3.59%) | loss: 4.989749 | dt: 281.02ms | tok/sec: 1,865,689 | bf16_mfu: 41.41% | eta: 13.7m
step 00110 (3.62%) | loss: 4.980174 | dt: 283.81ms | tok/sec: 1,847,344 | bf16_mfu: 41.01% | eta: 13.7m
step 00111 (3.65%) | loss: 4.974896 | dt: 283.03ms | tok/sec: 1,852,426 | bf16_mfu: 41.12% | eta: 13.7m
step 00112 (3.68%) | loss: 4.959258 | dt: 283.49ms | tok/sec: 1,849,393 | bf16_mfu: 41.05% | eta: 13.7m
step 00113 (3.72%) | loss: 4.958226 | dt: 279.64ms | tok/sec: 1,874,859 | bf16_mfu: 41.62% | eta: 13.7m
step 00114 (3.75%) | loss: 4.957211 | dt: 283.00ms | tok/sec: 1,852,637 | bf16_mfu: 41.12% | eta: 13.7m
step 00115 (3.78%) | loss: 4.956284 | dt: 286.99ms | tok/sec: 1,826,881 | bf16_mfu: 40.55% | eta: 13.7m
step 00116 (3.82%) | loss: 4.943143 | dt: 281.93ms | tok/sec: 1,859,617 | bf16_mfu: 41.28% | eta: 13.7m
step 00117 (3.85%) | loss: 4.933396 | dt: 281.98ms | tok/sec: 1,859,308 | bf16_mfu: 41.27% | eta: 13.7m
step 00118 (3.88%) | loss: 4.919134 | dt: 282.61ms | tok/sec: 1,855,131 | bf16_mfu: 41.18% | eta: 13.7m
step 00119 (3.91%) | loss: 4.910557 | dt: 282.26ms | tok/sec: 1,857,490 | bf16_mfu: 41.23% | eta: 13.7m
step 00120 (3.95%) | loss: 4.901433 | dt: 282.07ms | tok/sec: 1,858,707 | bf16_mfu: 41.26% | eta: 13.7m
step 00121 (3.98%) | loss: 4.888793 | dt: 284.93ms | tok/sec: 1,840,054 | bf16_mfu: 40.84% | eta: 13.7m
step 00122 (4.01%) | loss: 4.884364 | dt: 283.69ms | tok/sec: 1,848,106 | bf16_mfu: 41.02% | eta: 13.7m
step 00123 (4.05%) | loss: 4.877020 | dt: 281.17ms | tok/sec: 1,864,639 | bf16_mfu: 41.39% | eta: 13.7m
step 00124 (4.08%) | loss: 4.869435 | dt: 281.45ms | tok/sec: 1,862,830 | bf16_mfu: 41.35% | eta: 13.7m
step 00125 (4.11%) | loss: 4.859808 | dt: 281.83ms | tok/sec: 1,860,321 | bf16_mfu: 41.29% | eta: 13.7m
step 00126 (4.14%) | loss: 4.850541 | dt: 281.26ms | tok/sec: 1,864,101 | bf16_mfu: 41.38% | eta: 13.7m
step 00127 (4.18%) | loss: 4.845364 | dt: 283.41ms | tok/sec: 1,849,920 | bf16_mfu: 41.06% | eta: 13.7m
step 00128 (4.21%) | loss: 4.839542 | dt: 283.90ms | tok/sec: 1,846,709 | bf16_mfu: 40.99% | eta: 13.7m
step 00129 (4.24%) | loss: 4.837946 | dt: 283.28ms | tok/sec: 1,850,795 | bf16_mfu: 41.08% | eta: 13.7m
step 00130 (4.28%) | loss: 4.823916 | dt: 282.53ms | tok/sec: 1,855,686 | bf16_mfu: 41.19% | eta: 13.7m
step 00131 (4.31%) | loss: 4.812801 | dt: 282.23ms | tok/sec: 1,857,664 | bf16_mfu: 41.24% | eta: 13.7m
step 00132 (4.34%) | loss: 4.799493 | dt: 283.44ms | tok/sec: 1,849,721 | bf16_mfu: 41.06% | eta: 13.6m
step 00133 (4.38%) | loss: 4.787331 | dt: 285.39ms | tok/sec: 1,837,118 | bf16_mfu: 40.78% | eta: 13.6m
step 00134 (4.41%) | loss: 4.776980 | dt: 284.63ms | tok/sec: 1,842,002 | bf16_mfu: 40.89% | eta: 13.6m
step 00135 (4.44%) | loss: 4.774839 | dt: 283.28ms | tok/sec: 1,850,760 | bf16_mfu: 41.08% | eta: 13.6m
step 00136 (4.47%) | loss: 4.775373 | dt: 279.54ms | tok/sec: 1,875,525 | bf16_mfu: 41.63% | eta: 13.6m
step 00137 (4.51%) | loss: 4.765371 | dt: 283.35ms | tok/sec: 1,850,308 | bf16_mfu: 41.07% | eta: 13.6m
step 00138 (4.54%) | loss: 4.770441 | dt: 281.69ms | tok/sec: 1,861,231 | bf16_mfu: 41.31% | eta: 13.6m
step 00139 (4.57%) | loss: 4.776304 | dt: 285.45ms | tok/sec: 1,836,694 | bf16_mfu: 40.77% | eta: 13.6m
step 00140 (4.61%) | loss: 4.770397 | dt: 283.83ms | tok/sec: 1,847,209 | bf16_mfu: 41.00% | eta: 13.6m
step 00141 (4.64%) | loss: 4.758563 | dt: 285.29ms | tok/sec: 1,837,760 | bf16_mfu: 40.79% | eta: 13.6m
step 00142 (4.67%) | loss: 4.752159 | dt: 280.59ms | tok/sec: 1,868,505 | bf16_mfu: 41.48% | eta: 13.6m
step 00143 (4.70%) | loss: 4.739340 | dt: 287.82ms | tok/sec: 1,821,595 | bf16_mfu: 40.43% | eta: 13.6m
step 00144 (4.74%) | loss: 4.729866 | dt: 280.33ms | tok/sec: 1,870,261 | bf16_mfu: 41.51% | eta: 13.6m
step 00145 (4.77%) | loss: 4.736466 | dt: 281.65ms | tok/sec: 1,861,510 | bf16_mfu: 41.32% | eta: 13.6m
step 00146 (4.80%) | loss: 4.738235 | dt: 283.73ms | tok/sec: 1,847,848 | bf16_mfu: 41.02% | eta: 13.6m
step 00147 (4.84%) | loss: 4.735334 | dt: 281.63ms | tok/sec: 1,861,651 | bf16_mfu: 41.32% | eta: 13.6m
step 00148 (4.87%) | loss: 4.720700 | dt: 282.43ms | tok/sec: 1,856,375 | bf16_mfu: 41.21% | eta: 13.6m
step 00149 (4.90%) | loss: 4.707775 | dt: 285.25ms | tok/sec: 1,838,019 | bf16_mfu: 40.80% | eta: 13.6m
step 00150 (4.93%) | loss: 4.700220 | dt: 285.15ms | tok/sec: 1,838,658 | bf16_mfu: 40.81% | eta: 13.6m
step 00151 (4.97%) | loss: 4.696281 | dt: 281.65ms | tok/sec: 1,861,512 | bf16_mfu: 41.32% | eta: 13.6m
step 00152 (5.00%) | loss: 4.700944 | dt: 282.39ms | tok/sec: 1,856,613 | bf16_mfu: 41.21% | eta: 13.6m
step 00153 (5.03%) | loss: 4.686261 | dt: 284.39ms | tok/sec: 1,843,522 | bf16_mfu: 40.92% | eta: 13.6m
step 00154 (5.07%) | loss: 4.681154 | dt: 283.67ms | tok/sec: 1,848,263 | bf16_mfu: 41.03% | eta: 13.6m
step 00155 (5.10%) | loss: 4.668445 | dt: 282.98ms | tok/sec: 1,852,737 | bf16_mfu: 41.13% | eta: 13.6m
step 00156 (5.13%) | loss: 4.663317 | dt: 281.81ms | tok/sec: 1,860,458 | bf16_mfu: 41.30% | eta: 13.5m
step 00157 (5.16%) | loss: 4.656083 | dt: 282.68ms | tok/sec: 1,854,693 | bf16_mfu: 41.17% | eta: 13.5m
step 00158 (5.20%) | loss: 4.648387 | dt: 284.05ms | tok/sec: 1,845,737 | bf16_mfu: 40.97% | eta: 13.5m
step 00159 (5.23%) | loss: 4.640762 | dt: 281.40ms | tok/sec: 1,863,132 | bf16_mfu: 41.36% | eta: 13.5m
step 00160 (5.26%) | loss: 4.633067 | dt: 284.11ms | tok/sec: 1,845,369 | bf16_mfu: 40.96% | eta: 13.5m
step 00161 (5.30%) | loss: 4.623381 | dt: 285.89ms | tok/sec: 1,833,876 | bf16_mfu: 40.71% | eta: 13.5m
step 00162 (5.33%) | loss: 4.624990 | dt: 280.42ms | tok/sec: 1,869,672 | bf16_mfu: 41.50% | eta: 13.5m
step 00163 (5.36%) | loss: 4.622690 | dt: 281.31ms | tok/sec: 1,863,765 | bf16_mfu: 41.37% | eta: 13.5m
step 00164 (5.39%) | loss: 4.617172 | dt: 282.72ms | tok/sec: 1,854,441 | bf16_mfu: 41.16% | eta: 13.5m
step 00165 (5.43%) | loss: 4.611598 | dt: 286.31ms | tok/sec: 1,831,159 | bf16_mfu: 40.65% | eta: 13.5m
step 00166 (5.46%) | loss: 4.600794 | dt: 282.24ms | tok/sec: 1,857,568 | bf16_mfu: 41.23% | eta: 13.5m
step 00167 (5.49%) | loss: 4.598104 | dt: 283.91ms | tok/sec: 1,846,680 | bf16_mfu: 40.99% | eta: 13.5m
step 00168 (5.53%) | loss: 4.591323 | dt: 283.61ms | tok/sec: 1,848,628 | bf16_mfu: 41.03% | eta: 13.5m
step 00169 (5.56%) | loss: 4.589646 | dt: 283.59ms | tok/sec: 1,848,732 | bf16_mfu: 41.04% | eta: 13.5m
step 00170 (5.59%) | loss: 4.594284 | dt: 281.87ms | tok/sec: 1,860,040 | bf16_mfu: 41.29% | eta: 13.5m
step 00171 (5.62%) | loss: 4.581137 | dt: 283.69ms | tok/sec: 1,848,128 | bf16_mfu: 41.02% | eta: 13.5m
step 00172 (5.66%) | loss: 4.577993 | dt: 283.72ms | tok/sec: 1,847,893 | bf16_mfu: 41.02% | eta: 13.5m
step 00173 (5.69%) | loss: 4.567656 | dt: 281.50ms | tok/sec: 1,862,510 | bf16_mfu: 41.34% | eta: 13.5m
step 00174 (5.72%) | loss: 4.560280 | dt: 283.59ms | tok/sec: 1,848,743 | bf16_mfu: 41.04% | eta: 13.5m
step 00175 (5.76%) | loss: 4.554009 | dt: 284.14ms | tok/sec: 1,845,194 | bf16_mfu: 40.96% | eta: 13.5m
step 00176 (5.79%) | loss: 4.547178 | dt: 284.34ms | tok/sec: 1,843,888 | bf16_mfu: 40.93% | eta: 13.5m
step 00177 (5.82%) | loss: 4.545045 | dt: 284.06ms | tok/sec: 1,845,700 | bf16_mfu: 40.97% | eta: 13.5m
step 00178 (5.86%) | loss: 4.549149 | dt: 281.05ms | tok/sec: 1,865,469 | bf16_mfu: 41.41% | eta: 13.5m
